,AC,Reserved,General,Female,Male
1814,10_S17A10P12_parsed.csv,128,578,377,329
1815,4_S17A4P96_parsed.csv,50,245,160,133
1816,1_S17A1P33_parsed.csv,78,388,224,242
1817,51_S17A51P2_parsed.csv,294,629,426,490
1818,31_S17A31P18_parsed.csv,35,310,176,168
1819,3_parsed.csv,256,951,620,584
1820,58_S17A58P4_parsed.csv,149,273,204,215
1821,56_S17A56P22_parsed.csv,78,263,165,172
1822,12_S17A12P10_parsed.csv,168,490,344,311
1823,40_S17A40P43_parsed.csv,28,170,94,104
1824,35_S17A35P33_parsed.csv,70,383,223,224
1825,38_S17A38P46_parsed.csv,109,271,182,193
1826,21_S17A21P22_parsed.csv,62,295,178,174
1827,17_S17A17P2_parsed.csv,79,436,250,259
1828,19_S17A19P2_parsed.csv,70,419,242,243
1829,39_S17A39P29_parsed.csv,130,376,249,250
1830,50_S17A50P11_parsed.csv,149,374,269,251
1831,50_S17A50P37_parsed.csv,124,177,153,141
1832,18_S17A18P33_parsed.csv,52,435,242,238
1833,50_S17A50P35_parsed.csv,167,347,261,250
1834,31_S17A31P9_parsed.csv,69,524,282,308
1835,9_S17A9P27_parsed.csv,121,668,394,394
1836,38_S17A38P52_parsed.csv,142,371,268,243
1837,52_S17A52P28_parsed.csv,58,209,134,129
1838,30_S17A30P16_parsed.csv,190,657,433,410
1839,26_S17A26P10_parsed.csv,177,520,347,341
1840,60_S17A60P42_parsed.csv,21,40,30,31
1841,7_S17A7P11_parsed.csv,236,786,520,495
1842,46_S17A46P1_parsed.csv,171,303,271,197
1843,1_S17A1P38_parsed.csv,25,328,178,172
1844,41_S17A41P16_parsed.csv,113,527,307,327
1845,15_S17A15P21_parsed.csv,98,632,396,329
1846,12_S17A12P22_parsed.csv,322,503,389,429
1847,11_S17A11P27_parsed.csv,24,194,105,112
1848,7_S17A7P42_parsed.csv,17,72,46,43
1849,11_S17A11P25_parsed.csv,113,494,328,274
1850,38_S17A38P15_parsed.csv,101,248,172,173
1851,20_S17A20P10_parsed.csv,144,521,341,318
1852,38_S17A38P51_parsed.csv,301,310,309,300
1853,20_S17A20P44_parsed.csv,18,153,71,100
1854,6_S17A6P15_parsed.csv,81,235,144,172
1855,54_S17A54P27_parsed.csv,47,98,61,82
1856,53_S17A53P27_parsed.csv,223,570,385,407
1857,57_S17A57P7_parsed.csv,142,471,303,300
1858,17_S17A17P19_parsed.csv,50,426,242,229
1859,17_S17A17P27_parsed.csv,42,544,278,307
1860,50_S17A50P9_parsed.csv,140,297,222,213
1861,39_S17A39P35_parsed.csv,113,449,287,274
1862,50_S17A50P59_parsed.csv,209,383,284,305
1863,59_S17A59P29_parsed.csv,73,231,172,128
1864,45_S17A45P8_parsed.csv,119,410,265,249
1865,17_S17A17P9_parsed.csv,104,608,389,323
1866,15_S17A15P5_parsed.csv,102,931,562,461
1867,9_S17A9P3_parsed.csv,90,505,297,283
