,AC,Reserved,General,Female,Male
603,9_S05A9P2_parsed.csv,69,425,252,241
604,35_S05A35P5_parsed.csv,68,564,324,303
605,13_S05A13P27_parsed.csv,49,635,342,330
606,39_S05A39P18_parsed.csv,47,708,388,353
607,22_S05A22P30_parsed.csv,28,304,163,164
608,17_S05A17P19_parsed.csv,15,491,233,270
609,18_S05A18P1_parsed.csv,54,324,184,186
610,18_S05A18P50_parsed.csv,107,849,461,494
611,8_S05A8P25_parsed.csv,56,527,312,268
612,38_S05A38P7_parsed.csv,36,628,343,313
613,7_S05A7P15_parsed.csv,72,547,315,301
614,13_S05A13P29_parsed.csv,105,651,402,347
615,30_S05A30P2_parsed.csv,82,656,383,338
616,29_S05A29P19_parsed.csv,91,587,373,299
617,1_S05A1P42_parsed.csv,85,826,452,447
618,14_S05A14P17_parsed.csv,80,469,306,243
619,34_S05A34P42_parsed.csv,44,381,205,215
620,29_S05A29P32_parsed.csv,149,1122,631,632
621,3_S05A3P17_parsed.csv,24,710,383,343
622,28_S05A28P7_parsed.csv,78,692,401,365
623,40_S05A40P42_parsed.csv,80,590,351,306
624,35_S05A35P7_parsed.csv,65,561,336,288
625,3_S05A3P13_parsed.csv,63,663,361,350
626,27_S05A27P11_parsed.csv,135,946,469,606
627,14_S05A14P2_parsed.csv,61,580,312,318
628,7_S05A7P26_parsed.csv,53,487,270,265
629,10_S05A10P23_parsed.csv,88,514,323,274
630,27_S05A27P22_parsed.csv,49,566,345,268
631,1_S05A1P30_parsed.csv,76,469,273,266
632,2_S05A2P33_parsed.csv,53,425,261,216
633,26_S05A26P16_parsed.csv,81,739,390,418
634,17_S05A17P40_parsed.csv,60,470,262,261
635,18_S05A18P9_parsed.csv,94,803,452,432
636,21_S05A21P9_parsed.csv,76,651,352,372
637,3_S05A3P5_parsed.csv,27,212,116,120
638,5_S05A5P8_parsed.csv,66,816,437,441
639,4_S05A4P14_parsed.csv,70,574,313,323
640,35_S05A35P44_parsed.csv,70,801,414,445
641,2_S05A2P1_parsed.csv,20,492,261,246
642,33_S05A33P20_parsed.csv,64,573,354,280
643,26_S05A26P10_parsed.csv,125,993,538,570
644,24_S05A24P19_parsed.csv,57,559,287,315
645,9_S05A9P34_parsed.csv,86,631,365,344
646,27_S05A27P32_parsed.csv,115,772,472,412
647,27_S05A27P8_parsed.csv,78,719,337,453
648,2_S05A2P42_parsed.csv,139,742,424,457
649,2_S05A2P36_parsed.csv,52,514,282,278
650,1_S05A1P44_parsed.csv,64,508,287,279
651,6_S05A6P27_parsed.csv,106,729,441,393
652,3_S05A3P32_parsed.csv,41,441,244,228
653,39_S05A39P23_parsed.csv,46,692,368,357
654,13_S05A13P36_parsed.csv,53,356,217,187
655,12_S05A12P25_parsed.csv,76,594,351,311
656,28_S05A28P31_parsed.csv,82,691,402,360
657,30_S05A30P15_parsed.csv,125,782,498,396
658,38_S05A38P29_parsed.csv,116,616,373,348
659,15_S05A15P37_parsed.csv,88,672,391,367
660,40_S05A40P40_parsed.csv,100,661,418,336
661,10_S05A10P36_parsed.csv,86,444,280,242
662,32_S05A32P1_parsed.csv,115,717,426,397
663,5_S05A5P29_parsed.csv,52,649,348,347
664,17_S05A17P14_parsed.csv,68,636,354,342
665,27_S05A27P2_parsed.csv,75,715,395,394
666,35_S05A35P23_parsed.csv,84,569,351,300
667,31_S05A31P27_parsed.csv,70,567,322,313
668,16_S05A16P24_parsed.csv,45,759,397,393
669,2_S05A2P9_parsed.csv,38,671,354,344
670,27_S05A27P16_parsed.csv,56,437,226,263
671,15_S05A15P10_parsed.csv,78,486,304,249
672,13_S05A13P17_parsed.csv,69,562,322,299
673,31_S05A31P18_parsed.csv,103,583,346,335
674,17_S05A17P31_parsed.csv,38,385,216,205
675,19_S05A19P14_parsed.csv,25,455,246,233
676,23_S05A23P18_parsed.csv,51,748,382,413
677,38_S05A38P15_parsed.csv,26,457,244,234
678,34_S05A34P34_parsed.csv,30,592,332,286
679,3_S05A3P1_parsed.csv,32,631,337,319
680,19_S05A19P11_parsed.csv,36,432,227,228
681,36_S05A36P43_parsed.csv,57,910,463,482
682,13_S05A13P25_parsed.csv,77,769,431,410
683,18_S05A18P15_parsed.csv,41,418,239,216
684,30_S05A30P32_parsed.csv,56,603,334,320
685,5_S05A5P18_parsed.csv,83,592,350,325
686,8_S05A8P8_parsed.csv,125,707,425,404
687,37_S05A37P4_parsed.csv,84,611,345,335
688,40_S05A40P16_parsed.csv,181,484,325,332
689,1_S05A1P24_parsed.csv,150,756,440,457
690,35_S05A35P33_parsed.csv,92,628,377,339
691,14_S05A14P14_parsed.csv,62,382,265,174
692,39_S05A39P25_parsed.csv,78,454,282,243
693,34_S05A34P15_parsed.csv,19,467,225,257
694,32_S05A32P16_parsed.csv,105,638,372,362
695,5_S05A5P16_parsed.csv,77,674,392,358
696,36_S05A36P12_parsed.csv,55,825,479,389
697,39_S05A39P14_parsed.csv,54,613,331,318
698,37_S05A37P2_parsed.csv,74,653,362,350
699,27_S05A27P31_parsed.csv,83,726,427,381
700,28_S05A28P26_parsed.csv,44,514,298,256
701,2_S05A2P18_parsed.csv,85,597,332,344
702,39_S05A39P19_parsed.csv,49,756,410,388
703,36_S05A36P18_parsed.csv,87,842,468,448
704,1_S05A1P35_parsed.csv,75,490,283,275
705,26_S05A26P21_parsed.csv,79,733,388,412
706,16_S05A16P21_parsed.csv,93,562,322,326
707,40_S05A40P27_parsed.csv,68,557,327,292
708,33_S05A33P10_parsed.csv,106,779,466,415
709,18_S05A18P25_parsed.csv,45,451,247,243
710,23_S05A23P6_parsed.csv,44,562,316,287
711,33_S05A33P36_parsed.csv,18,483,227,269
712,27_S05A27P21_parsed.csv,78,718,457,337
713,37_S05A37P32_parsed.csv,45,506,277,260
714,40_S05A40P18_parsed.csv,35,359,195,185
715,3_S05A3P15_parsed.csv,49,670,346,364
716,38_S05A38P42_parsed.csv,53,602,337,310
717,6_S05A6P7_parsed.csv,103,738,424,417
718,7_S05A7P2_parsed.csv,66,696,392,368
719,37_S05A37P16_parsed.csv,67,540,309,290
720,25_S05A25P4_parsed.csv,78,658,346,380
721,5_S05A5P39_parsed.csv,35,576,305,297
722,11_S05A11P8_parsed.csv,75,547,329,292
723,8_S05A8P2_parsed.csv,99,797,460,435
724,18_S05A18P42_parsed.csv,75,624,351,338
725,27_S05A27P27_parsed.csv,74,495,318,249
726,40_S05A40P9_parsed.csv,50,525,290,276
727,5_S05A5P7_parsed.csv,58,583,321,312
728,34_S05A34P24_parsed.csv,74,484,281,271
729,23_S05A23P37_parsed.csv,91,745,428,402
730,3_S05A3P39_parsed.csv,71,826,450,440
731,8_S05A8P26_parsed.csv,71,577,322,323
732,4_S05A4P8_parsed.csv,67,731,397,398
733,18_S05A18P14_parsed.csv,127,577,355,347
734,34_S05A34P7_parsed.csv,67,587,335,318
735,12_S05A12P23_parsed.csv,60,395,232,213
736,31_S05A31P21_parsed.csv,56,581,334,300
737,16_S05A16P13_parsed.csv,76,553,315,312
738,23_S05A23P14_parsed.csv,124,669,393,381
739,40_S05A40P30_parsed.csv,118,444,288,262
740,37_S05A37P19_parsed.csv,35,457,258,224
741,26_S05A26P25_parsed.csv,106,767,448,420
742,17_S05A17P7_parsed.csv,54,787,425,405
743,29_S05A29P7_parsed.csv,120,647,394,370
744,36_S05A36P44_parsed.csv,42,641,330,347
745,38_S05A38P18_parsed.csv,20,700,365,343
746,15_S05A15P38_parsed.csv,126,699,408,410
