,AC,Reserved,General,Female,Male
12059,AC24_U05A24P106_parsed.csv,105,996,545,552
12060,AC56_U05A56P61_parsed.csv,145,845,395,587
12061,AC65_U05A65P10_parsed.csv,163,1158,581,737
12062,AC63_U05A63P25_parsed.csv,180,945,561,558
12063,AC2_U05A2P246_parsed.csv,205,1171,618,753
12064,AC43_U05A43P128_parsed.csv,144,1306,602,840
12065,AC55_U05A55P5_parsed.csv,158,1067,567,657
12066,AC36_U05A36P118_parsed.csv,352,1045,594,792
12067,AC47_U05A47P116_parsed.csv,185,1083,532,726
12068,AC47_U05A47P103_parsed.csv,143,753,411,468
12069,AC1_U05A1P261_parsed.csv,138,946,511,573
12070,AC31_U05A31P278_parsed.csv,132,1210,656,677
12071,AC69_U05A69P13_parsed.csv,155,1025,530,640
12072,AC14_U05A14P142_parsed.csv,111,1175,650,631
12073,AC54_U05A54P59_parsed.csv,90,1149,509,726
12074,AC47_U05A47P173_parsed.csv,165,889,478,569
12075,AC14_U05A14P139_parsed.csv,218,1210,592,831
12076,AC33_U05A33P30_parsed.csv,92,457,239,308
12077,AC39_U05A39P141_parsed.csv,78,583,278,382
12078,AC6_U05A6P105_parsed.csv,112,1115,614,605
12079,AC35_U05A35P189_parsed.csv,158,926,487,590
12080,AC65_U05A65P139_parsed.csv,105,950,513,539
12081,AC50_U05A50P15_parsed.csv,69,672,356,382
12082,AC70_U05A70P112_parsed.csv,78,686,331,431
12083,AC36_U05A36P110_parsed.csv,153,883,348,682
12084,AC49_U05A49P75_parsed.csv,237,1045,523,751
12085,AC63_U05A63P128_parsed.csv,82,716,379,399
12086,AC49_U05A49P106_parsed.csv,171,1055,534,686
12087,AC7_U05A7P134_parsed.csv,141,877,471,546
12088,AC62_U05A62P35_parsed.csv,125,711,401,433
12089,AC20_U05A20P17_parsed.csv,81,868,460,488
12090,AC54_U05A54P41_parsed.csv,114,1211,534,786
12091,AC38_U05A38P44_parsed.csv,136,874,493,514
12092,AC20_U05A20P50_parsed.csv,75,618,334,357
12093,AC70_U05A70P107_parsed.csv,143,951,478,616
12094,AC35_U05A35P213_parsed.csv,190,1027,548,661
12095,AC21_U05A21P64_parsed.csv,68,757,373,448
12096,AC70_U05A70P149_parsed.csv,110,536,291,355
12097,AC31_U05A31P80_parsed.csv,155,679,330,501
12098,AC22_U05A22P67_parsed.csv,121,399,244,272
12099,AC9_U05A9P262_parsed.csv,118,765,382,497
12100,AC32_U05A32P123_parsed.csv,155,1194,589,752
12101,AC67_U05A67P89_parsed.csv,122,1125,509,734
12102,AC30_U05A30P20_parsed.csv,62,605,320,338
12103,AC34_U05A34P145_parsed.csv,109,882,466,505
12104,AC2_U05A2P35_parsed.csv,121,656,319,455
12105,AC30_U05A30P77_parsed.csv,131,842,498,474
12106,AC43_U05A43P142_parsed.csv,140,1093,513,716
12107,AC57_U05A57P15_parsed.csv,146,1086,544,677
12108,AC30_U05A30P159_parsed.csv,204,840,450,591
12109,AC9_U05A9P210_parsed.csv,150,800,436,509
12110,AC28_U05A28P107_parsed.csv,118,1167,631,651
12111,AC17_U05A17P25_parsed.csv,222,1070,483,803
12112,AC15_U05A15P79_parsed.csv,80,1047,576,544
12113,AC43_U05A43P130_parsed.csv,62,926,380,605
12114,AC34_U05A34P281_parsed.csv,137,768,389,509
12115,AC64_U05A64P90_parsed.csv,89,1099,576,608
12116,AC39_U05A39P130_parsed.csv,234,653,105,776
12117,AC39_U05A39P99_parsed.csv,135,889,470,545
12118,AC14_U05A14P129_parsed.csv,109,1112,559,640
12119,AC45_U05A45P19_parsed.csv,180,934,497,583
12120,AC46_U05A46P165_parsed.csv,146,726,319,546
12121,AC5_U05A5P71_parsed.csv,174,971,491,652
12122,AC56_U05A56P13_parsed.csv,91,656,352,390
12123,AC1_U05A1P26_parsed.csv,101,761,385,473
12124,AC8_U05A8P153_parsed.csv,121,832,432,520
12125,AC70_U05A70P105_parsed.csv,139,735,391,482
12126,AC52_U05A52P152_parsed.csv,199,1100,546,741
12127,AC66_U05A66P193_parsed.csv,149,1036,563,617
12128,AC2_U05A2P293_parsed.csv,120,715,384,444
